,,DHAK_HAK,DHAK_HAJ,DHAK_HAH,DHAK_HAG,DHAK_HAE,DHAK_HAD,DHAK_HAB,DHAK_HAL,DHAK_HAM,DHAK_HAN,DHAK_HAO,DHAK_HAP,DHAK_HAT,DHAK_HA,DHAK_HAA,DHAK_HD,DHAK_HC,DHAK_HN,DHAK_HO,DHAK_HL,DHAK_HM,DHAK_HK,DHAK_HG,DHAK_HE,DHAK_HF,DHAK_HCU,DHAK_HCV,DHAK_HCQ,DHAK_HCR,DHAK_HCT,DHAK_HCM,DHAK_HCO,DHAK_HCP,DHAK_HB,DHAK_HU,DHAK_HT,DHAK_HQ,DHAK_HP,DHAK_HR,DHAK_HDE,DHAK_HDA,DHAK_HDD,DHAK_HDC,DHAK_HCW,DHAK_HCZ,DHAK_HCD,DHAK_HCB,DHAK_HCJ,DHAK_HCI,DHAK_HCK,DHAK_HBH,DHAK_HAZ,DHAK_HBE,DHAK_HBK,DHAK_HBI,DHAK_HBJ,DHAK_HBV
k4352,PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lactobacillus.s__Lactobacillus_acidophilus,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,3.61E-07,0.999979808,3.61E-07,3.61E-07,3.61E-07,3.61E-07
k4353,HISTSYN-PWY: L-histidine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_dentium,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,4.97E-06,0.999721709,4.97E-06,4.97E-06,4.97E-06,4.97E-06
k4354,PWY-5973: cis-vaccenate biosynthesis|g__Weissella.s__Weissella_confusa,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,1.52E-07,0.99999151,1.52E-07,1.52E-07,1.52E-07,1.52E-07
k4355,PWY-6168: flavin biosynthesis III (fungi)|g__Weissella.s__Weissella_confusa,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,1.74E-07,0.999990245,1.74E-07,1.74E-07,1.74E-07,1.74E-07
k4356,SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Gordonibacter.s__Gordonibacter_pamelaeae,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,4.95E-06,0.999722846,4.95E-06,4.95E-06,4.95E-06,4.95E-06
k4357,PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_citroniae,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,0.999979962,3.58E-07,3.58E-07,3.58E-07,3.58E-07
k4358,PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Enterobacter.s__Enterobacter_aerogenes,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,2.60E-06,0.611727689,2.60E-06,2.60E-06,0.388129055,2.60E-06
k4359,DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Megasphaera.s__Megasphaera_micronuciformis,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,0.999988458,2.06E-07,2.06E-07,2.06E-07,2.06E-07
k4360,DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_dentium,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,2.17E-06,0.999878325,2.17E-06,2.17E-06,2.17E-06,2.17E-06
k4361,PWY-6527: stachyose degradation|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,4.11E-06,0.999769828,4.11E-06,4.11E-06,4.11E-06,4.11E-06
k4362,PWY-4981: L-proline biosynthesis II (from arginine)|g__Weissella.s__Weissella_confusa,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,1.72E-07,0.999990362,1.72E-07,1.72E-07,1.72E-07,1.72E-07
k4363,PWY-4981: L-proline biosynthesis II (from arginine)|g__Clostridium.s__Clostridium_citroniae,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,3.58E-07,0.999979944,3.58E-07,3.58E-07,3.58E-07,3.58E-07
k4364,PWY-4981: L-proline biosynthesis II (from arginine)|g__Eubacterium.s__Eubacterium_limosum,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,0.999782306,3.89E-06,3.89E-06,3.89E-06,3.89E-06
k4365,PWY-4981: L-proline biosynthesis II (from arginine)|g__Enterococcus.s__Enterococcus_avium,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,4.78E-06,0.999732296,4.78E-06,4.78E-06,4.78E-06,4.78E-06
k4366,PWY-4981: L-proline biosynthesis II (from arginine)|g__Anaerofustis.s__Anaerofustis_stercorihominis,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,8.44E-06,0.999527362,8.44E-06,8.44E-06,8.44E-06,8.44E-06
k4367,PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,0.999706123,5.25E-06,5.25E-06,5.25E-06,5.25E-06
k4368,PWY-6897: thiamin salvage II|g__Megasphaera.s__Megasphaera_micronuciformis,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,2.31E-07,0.999987068,2.31E-07,2.31E-07,2.31E-07,2.31E-07
k4369,RHAMCAT-PWY: L-rhamnose degradation I|g__Enterococcus.s__Enterococcus_avium,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,0.999803722,3.50E-06,3.50E-06,3.50E-06,3.50E-06
k4370,RHAMCAT-PWY: L-rhamnose degradation I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,7.81E-06,0.999562739,7.81E-06,7.81E-06,7.81E-06,7.81E-06
k4371,PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_acidophilus,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,5.09E-07,0.999971469,5.09E-07,5.09E-07,5.09E-07,5.09E-07
k4372,PWY-2941: L-lysine biosynthesis II|g__Eubacterium.s__Eubacterium_limosum,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,8.55E-06,0.999521302,8.55E-06,8.55E-06,8.55E-06,8.55E-06
k4373,PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,5.25E-06,0.999706123,5.25E-06,5.25E-06,5.25E-06,5.25E-06
k4374,PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_citroniae,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,5.04E-07,0.999971753,5.04E-07,5.04E-07,5.04E-07,5.04E-07
k4375,PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eubacterium.s__Eubacterium_limosum,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,1.98E-06,0.9998893,1.98E-06,1.98E-06,1.98E-06,1.98E-06
k4376,PWY-6608: guanosine nucleotides degradation III|g__Megasphaera.s__Megasphaera_micronuciformis,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,1.65E-07,0.999990783,1.65E-07,1.65E-07,1.65E-07,1.65E-07
k4377,P161-PWY: acetylene degradation|g__Enterobacter.s__Enterobacter_aerogenes,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,7.70E-07,0.055749956,0.653460297,7.70E-07,0.290748145,7.70E-07
k4378,COA-PWY: coenzyme A biosynthesis I|g__Megasphaera.s__Megasphaera_micronuciformis,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,2.69E-07,0.999984949,2.69E-07,2.69E-07,2.69E-07,2.69E-07
k4379,COA-PWY: coenzyme A biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_dentium,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,3.07E-06,0.999827973,3.07E-06,3.07E-06,3.07E-06,3.07E-06
k4380,PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Megasphaera.s__Megasphaera_micronuciformis,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,0.999984458,2.78E-07,2.78E-07,2.78E-07,2.78E-07
